Title,pname,Body (HTML),category,PROD CODE,Variant SKU,Variant Grams,SHIPPING CHARGES,Cost per item,HSN,GST,image-1,image-2,image-3,image-4,image-5,image-6,image-7,image-8,image-9,image-10,image-11,PUR RATE,GST-1,PROFIT,GST DIF,PROMO,TOTAL,DISCOUNT,MRP,SELLING RATE WITH GST,SELLING RATE WITHOUT GST
"1918 Non-Toxic Creative 50 Dough Clay Mould 5 Different Colors, (Pack of 6 Pcs)","Non-Toxic Creative 50 Dough Clay Mould 5 Different Colors, (Pack of 6 Pcs)","<p><strong>? Art and Play Creative Doug ? </strong></p>
<p>Dough play is a completely engaging and interesting set of play dough for children aged above three years. Let your child use these play-dough and create several magical shapes and forms using an extruder. Just press the handle it's time to start your own little mini play dough workshop. With fun workshop, you can create many exciting shapes by extruding and molding various shape. Extend your kids creation with these magical grow as you slowly push the handle down.</p>
<p><br></p>
<p><strong>? Art and Play Dough Develops ? </strong></p>
<p>? Fine motor skills</p>
<p>? Eye Hand Co-ordination</p>
<p>? Creative Skills</p>
<p>? Color Mixing</p>
<p>? Sense of From and Details</p>
<p>? Imagination Skills</p>
<p>? Model Building</p>
<p>? Curiosity</p>
<p>? Knowledge</p>
<p><br></p>
<p><strong>? Instruction of Use ? </strong></p>
<p>? To Increase the life of Dough, Please store in air tight container after every use</p>
<p>? Sprinkle few drops of water to loose hardened dough</p>
<p>? To be stored in cool, dry place away from sunlight</p>
<p>? Do not use Hot water / Cleaning solution to clean off dough from carpets / fabric. Wash with gentle soap and water</p>
<p><br></p>
<p><br></p>",Toys For Kids,1918,1918_AT18_50G_Dough_Mold_6Pc,554,84,128,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1918SKUCODE.jpg?v=1616712155,https://cdn.shopify.com/s/files/1/1916/9825/products/1918_1_e724850b-856d-423e-b470-c03194f74cc6.jpg?v=1616712157,https://cdn.shopify.com/s/files/1/1916/9825/products/1918_1.jpg?v=1616712159,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/1918_4.jpg?v=1616712162,https://cdn.shopify.com/s/files/1/1916/9825/products/1918_2.jpg?v=1616712164,https://cdn.shopify.com/s/files/1/1916/9825/products/1918_3_3261023f-8b08-4a28-8481-abb774022c7c.jpg?v=1616712166,https://cdn.shopify.com/s/files/1/1916/9825/products/1918_2_5f801987-c34f-4cda-bf92-db2ec490a9cf.jpg?v=1616712168,https://cdn.shopify.com/s/files/1/1916/9825/products/19181.jpg?v=1616712170,0,0,212,38,50,38,10,348,20,418,334,299
1912 Wooden Xylophone Musical Toy for Children (MultiColor),Wooden Xylophone Musical Toy for Children (MultiColor),"<p><strong>Wooden Xylophone Musical Toy with 8 notes for kids(Multicolor)</strong></p>
<p>This high Quality Xylophone is made of high quality and environmental friendly material, which is BPA free, lead free, phthalate free or external coatings, thus absolutly safety for children.It is a Great Musical Toy with well-made and vibrantly colored metal keys that produce the clearest tones, this colorful and sturdy xylophone instrument will help your kids create the most magical sounds. Product has safe Design For Toddlers, safe nontoxic mallet to reduce the risk of choking. By learning and playing music can inspire and influence kids’ emotions, cultivate creativity and eye-hand coordination. It provides long-term benefits for kids’ intellectual development.</p>
<p>? Made of natural wood,child-friendly and non-toxic colours. Easy to assemble, vibrant colours<br>? Each key in this toy xylophone, matches their assigned notes for a great learning and musical experience. No half scales and too high pitches. Still stays in tune no matter how many times it’s used.<br>? High Quality Xylophone: xylophone is made of high quality and environmental friendly material, which is BPA free, lead free, phthalate free or external coatings, thus absolutly safety for children.<br>? Intellectual Development: Playing with this brightly colored xylophone, By learning and playing music can inspire and influence kids’ emotions, cultivate creativity and eye-hand coordination. It provides long-term benefits for kids’ intellectual development.</p>",Toys For Kids,1912,1912_AT12_Xylophone,322,42,137,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1912SKUCODE.jpg?v=1616712092,https://cdn.shopify.com/s/files/1/1916/9825/products/600a37be0da85237481702b0-1-large.jpg?v=1616712094,https://cdn.shopify.com/s/files/1/1916/9825/products/600a37be0da85237481702b0-2-large.jpg?v=1616712096,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/600a37be0da85237481702b0-4-large.jpg?v=1616712099,https://cdn.shopify.com/s/files/1/1916/9825/products/600a37be0da85237481702b0-large.jpg?v=1616712101,https://cdn.shopify.com/s/files/1/1916/9825/products/5c371d38f914ad5e89f20bbf-3-large.jpg?v=1616712103,https://cdn.shopify.com/s/files/1/1916/9825/products/be0eda9f-85be-451d-b00f-48ac03eedb16.jpg?v=1616712105,0,0,0,179,32,50,32,10,303,20,364,291,260
1903 Kids Doctor Set Toy Game Kit for Boys and Girls Collection (Multicolour),Kids Doctor Set Toy Game Kit for Boys and Girls Collection (Multicolour),"<p><strong>Toys Collection - kids pretending doctor's medical playing set Briefcase role play toy (Multicolor)</strong></p>
<p>? Best gift for kids This may serve as a perfect birthday gifts for girls and also serves as an educational doctor kit set for children as well as girls. A perfect doctor set toys and pink beauty makeup play set for kids toys for girls and boys with kit and carry along suitcase</p>
<p>? Develops skills, imagination, creativity, self expression and logic perception. Doctor set for kids This toy set for kids enhances creativity, imagination and develops motor skills of your child. This creative and colorful playset includes various doctor medical instruments and several beauty make up kit for girls accessories makeup for kids girls baby girl toys for girls age 6</p>
<p>? Made from Non Toxic safety plastic. This may serve as a perfect birthday gifts for girls and also serves as an educational gift for boys as well as girls. A perfect doctor set and pink beauty set for kids girls, boys with kit and carry along suitcase</p>
<p><br></p>
<p><strong>Features</strong></p>
<p>? Lots of accessories for great role play fun. Using the stethoscope and other tools kids may have seen used in real life encourages a healthy dose of imaginative thinking. It also may help build confidence when it is time for them to visit the doctor for real. It is great as a gift.</p>
<p>? Material: Non-toxic Plastic; Contains Toy medical devices and accessories</p>
<p>? Doctor play set simulates real action of doctor's medical tools and instruments.</p>
<p>? Can be stored in a pouch when needed. Develops motor skills, imagination, creativity, self expression and logic perception</p>
<p>? Develops creativity and imaginative role play in kids. Assembly diagram and doctor tool photos shown on package. Colors and design may vary.</p>
<p>? Help children learn abo</p>",Toys For Kids,1903,1903_AT03_Doctor_Kit_Briefcase,586,84,139,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1903.jpg?v=1617924752,https://cdn.shopify.com/s/files/1/1916/9825/products/01_e16bf942-2254-4814-ab57-0c0d8b709709.jpg?v=1617924754,https://cdn.shopify.com/s/files/1/1916/9825/products/02_2f2cb98b-7b5c-41d3-882a-520922de5861.jpg?v=1617924756,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/04_981bc55b-3a00-4601-b552-201e1a6daea2.jpg?v=1617924760,https://cdn.shopify.com/s/files/1/1916/9825/products/05_a1376bfa-f3b6-40e6-92b3-163bbf39cd24.jpg?v=1617924762,https://cdn.shopify.com/s/files/1/1916/9825/products/1ca568a8-4565-4218-aa55-36fe69268a91.jpg?v=1617924764,0,0,0,0,223,40,50,40,10,363,20,436,349,311
"0859 46 Pcs Plastic Art Colour Set with Color Pencil, Crayons, Oil Pastel and Sketch Pens","46 Pcs Plastic Art Colour Set with Color Pencil, Crayons, Oil Pastel and Sketch Pens","<strong>Your brand 46 Pcs Plastic Art Colour Set with Color Pencil, Crayons, Oil Pastel and Sketch Pens</strong><br><br>This 46 Piece Art Set Will Inspire To Make Creative Designs And Perfect To Keep Your Young Artist. The Art Set Consists Of A Plastic Box With Several Pull-Out Trays Containing 46 Different Art Items, Including Paints And Brushes. Make Flowers, Characters, Landscapes, And Even Personalised Greeting Cards All With Your Own Fingers By Using This Kit. Use These Coloured Pencils And Paints To Enhance Your Artwork. It'S A Great Way To Let Your Child Express Him Or Herself As Well As Create Beautiful Art Projects.<br><br><strong>46 Items</strong><br><br>12 Color pencils<br>12 wax crayons<br>6 felt pens<br>12 water colours<br>brush<br>eraser<br>Sharpner",Toys For Kids,0859,0859_color_box_46pc,390,42,139,950300,18,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200630-WA0097.jpg?v=1606575505,https://cdn.shopify.com/s/files/1/1916/9825/products/1_b82c8dec-ed31-4089-9394-861c66da4338.jpg?v=1606575508,https://cdn.shopify.com/s/files/1/1916/9825/products/71hwJv3D4XL._SL1500.jpg?v=1606575511,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/71yJcrxGcEL._SL1500.jpg?v=1606575517,https://cdn.shopify.com/s/files/1/1916/9825/products/81CEqmLr81L._SL1500.jpg?v=1606575520,https://cdn.shopify.com/s/files/1/1916/9825/products/81ZJVoArfOL._SL1500.jpg?v=1606575523,0,0,0,0,181,33,50,33,10,306,20,367,294,249
4720 Blocks for Kids House Construction Building,Blocks for Kids House Construction Building,"<p><strong>?? Educational/Learning Toys Play and Learn Plastic Small Building Block Set 60 pieces <strong>?? </strong></strong></p>
<p>Our bricks are economical and durable. It is easy to build and compatible tight fit with all major brands bricks.</p>
<p>What are you waiting for? Hurry up!</p>
<p><strong>?? Little builder with rich imagination</strong><br>Building blocks can help children quickly improve build, destroy and rebuild abilities that is beneficial to develop """"spatial wisdom"""" and cultivate children's confidence and a sense of accomplishment.</p>
<p><strong>?? Encourage Creativity</strong><br>your child can create anything from a beautiful country house and gramophone with a spinning turntable, to a cute elephant with its baby and lots more. The possibilities are endless</p>
<p><strong>?? Endless possibilities</strong><br>Building various shape will develop children's imaginaton, structural thinking and creativity that is the best exercise for children.<br>Whatever they dream of is endless possibilities.</p>
<p><strong>?? Strengthen the relationship with parents</strong><br>Children can build with their parents, making parents understand their children better and enhancing their feelings, that establish closer relationship, by the way, they can enjoy precious moment during this process.</p>",Toys For Kids,4720,4720_88Pc_Building_Block_Set,1578,168,148,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/01_1882ebcf-aa5d-4004-8340-94af8ac3eea6.jpg?v=1635233234,https://cdn.shopify.com/s/files/1/1916/9825/products/04_fd9136d1-b661-47c9-b57e-55f6d2de8180.jpg?v=1635233234,https://cdn.shopify.com/s/files/1/1916/9825/products/06_9dba6f32-a7e6-4963-82f8-4128401b7394.jpg?v=1635233234,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/02_0d14a17f-7a8f-4616-a38b-2a2edf81fbc1.jpg?v=1635233235,https://cdn.shopify.com/s/files/1/1916/9825/products/05_7c657e06-2b52-445d-a623-78d5dd650820.jpg?v=1635233235,https://cdn.shopify.com/s/files/1/1916/9825/products/03_8cf24d36-0d31-40f3-ab1e-04d8905944f3.jpg?v=1635233235,https://cdn.shopify.com/s/files/1/1916/9825/products/08_c7a5359f-68b5-464a-9a32-35ae3f6c18db.jpg?v=1635233235,0,0,0,316,57,50,57,10,490,20,588,470,420
1908 Beauty Make up Set for Kids Girls with Fold-able Suitcase (Multicolour),Beauty Make up Set for Kids Girls with Fold-able Suitcase (Multicolour),"<p><strong>? Toys Collection - Beauty Set, Makeup Set, Fashion Pretend Play Toy Set ?</strong></p>
<p><strong>? Pretend Play!</strong></p>
<p>The process of pretending builds skills in many essential developmental areas. Encourages imagination and creative play. Mess-free FAKE makeup. Gives your little beauty everything she needs to stylize her look.</p>
<p>When your child engages in pretend (or dramatic) play, he is actively experimenting with the social and emotional roles of life. Through cooperative play, he learns how to take turns, share responsibility, and creatively problem-solve.</p>
<p><strong>? Safe &amp; Durable</strong></p>
<p>Made from high quality durable plastic and tested and approved as per international standards. This toy has has no edges and corners and is perfectly safe for your girl child.It's unbreakable quality is what makes this toy so special.</p>
<p><strong>? Functional Play</strong>: Fashion Beauty Toy Set Kit encourage your child’s functional play skills by giving them safe objects to explore.</p>
<p><strong>? Realistic Design</strong>: This fun set includes almost everything for children role play game. All accessories are designed realistic, provides hours of fun for your little ones.</p>
<p><strong>? Develop Child Skills</strong>: New vocabulary self confidence, regulating emotions and independence, imagination and creativity fine and gross, motor development hand, eye coordination.</p>
<p><strong>? Girls Fashion Beauty Set:</strong> This provide children with a very high quality role-playing props, let kids to have a chance of experience adult's life.</p>
<p><strong>? Pretend Makeup Toys:</strong> This pretend makeup toys not a real cosmetic, does not apply to skin, only apply to pretending play. Recommended for ages 3 years and above</p>
<p><br></p>",Toys For Kids,1908,1908_AT08_Beauty_Briefcase,586,84,149,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1908.jpg?v=1617924766,https://cdn.shopify.com/s/files/1/1916/9825/products/51EORzkbXKL._SL1263.jpg?v=1617924768,https://cdn.shopify.com/s/files/1/1916/9825/products/61njCc4DboL._SL1100.jpg?v=1617924770,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/61e0ruQrfkL._SL1273.jpg?v=1617924773,https://cdn.shopify.com/s/files/1/1916/9825/products/01_2e7dc0f7-fe5a-4b62-aa5c-68918994ba2e.jpg?v=1617924775,https://cdn.shopify.com/s/files/1/1916/9825/products/b47f6798-011f-46bb-8447-454a7ae93ec2.jpg?v=1617924777,0,0,0,0,233,42,50,42,10,377,20,452,362,323
8038  Blocks House Multi Color Building Blocks with Smooth Rounded Edges (110Pc Set),Blocks House Multi Color Building Blocks with Smooth Rounded Edges (110Pc Set),"<p><strong>?? Educational/Learning Toys Play and Learn Plastic Small Building Block Set 60 pieces <strong>?? </strong></strong></p>
<p>Our bricks are economical and durable. It is easy to build and compatible tight fit with all major brands bricks.</p>
<p>What are you waiting for? Hurry up!</p>
<p><strong>?? Little builder with rich imagination</strong><br>Building blocks can help children quickly improve build, destroy and rebuild abilities that is beneficial to develop """"spatial wisdom"""" and cultivate children's confidence and a sense of accomplishment.</p>
<p><strong>?? Encourage Creativity</strong><br>your child can create anything from a beautiful country house and gramophone with a spinning turntable, to a cute elephant with its baby and lots more. The possibilities are endless</p>
<p><strong>?? Endless possibilities</strong><br>Building various shape will develop children's imaginaton, structural thinking and creativity that is the best exercise for children.<br>Whatever they dream of is endless possibilities.</p>
<p><strong>?? Strengthen the relationship with parents</strong><br>Children can build with their parents, making parents understand their children better and enhancing their feelings, that establish closer relationship, by the way, they can enjoy precious moment during this process.</p>",Toys For Kids,8038,8038_110Pc_Building_Block,1310,126,169,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/8038.jpg?v=1635852761,https://cdn.shopify.com/s/files/1/1916/9825/products/02_50d5d849-0f66-402e-b1e5-7a05289a18bb.jpg?v=1635852761,https://cdn.shopify.com/s/files/1/1916/9825/products/04_61d77f93-ee21-4c4a-b933-055d9908203c.jpg?v=1635852761,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/05_4397557f-bae5-4cdc-b75f-d0c3bfb04881.jpg?v=1635852761,https://cdn.shopify.com/s/files/1/1916/9825/products/06_9cf35f28-bff8-4cd7-9918-56f1b2269329.jpg?v=1635852761,https://cdn.shopify.com/s/files/1/1916/9825/products/09_b54f4176-78f8-46ed-bfae-953dcdec9614.jpg?v=1635852761,0,0,0,0,295,53,50,53,10,461,20,553,443,395
1906 Fun Filled Business Game with Plastic Money Coins for Young Businessmen,Fun Filled Business Game with Plastic Money Coins for Young Businessmen,"<p><strong>5 in 1 Business Board Game with Ludo, Snakes &amp; Ladders, Cricket and Treasure Island (Multicolor)</strong></p>
<p>A perfect game of family fun. Helps kids to develop Problem Solving skills. Develops Motor Skills and Movement</p>
<p><br></p>
<p><strong>? Business Game </strong>helps your kid to develop Trading &amp; Business Skills. This Board Game Teaches your kid how to deal with money, people &amp; Understanding of Assets &amp; Liabilities in simple terms.</p>
<p>Develops Problem Solving, Entrepreneur Skills, Cash Management Techniques, Decision Making, Mental Skills, Business Skills, Critical Thinking.</p>
<p><br></p>
<p><strong>? LUDO</strong>: It is a simple and easy to play with strategy board game for 2 to 4 players. Players place their four Play Pieces in the starting area of their colour. Then they take turns to race their four play pieces from 'Start' to 'Home' Space according to the roll of the dice. The game is a simpler version of the Indian game 'Pachisi'</p>
<p><br></p>
<p><strong>? Snakes &amp; Ladders:</strong> It is played between two or more players on a game board having numbered squares. The object of the game is to navigate one's game piece, according to die rolls, from the start - bottom square to the finish, helped or hindered by Ladders and snakes respectively. The game can also be played with 2 dice to practice early Mathematical skills.</p>
<p><br></p>
<p>We are giving Four Additional Free games in this which are Cricket and Treasure Island.</p>",Toys For Kids,1906,1906_AT06_5In1_Business_Game,732,84,193,950300,12,https://cdn.shopify.com/s/files/1/1916/9825/products/1906SKUCODE.jpg?v=1616712062,https://cdn.shopify.com/s/files/1/1916/9825/products/01_98488be0-8bf9-457a-bc74-f20a57d041af.jpg?v=1616712064,https://cdn.shopify.com/s/files/1/1916/9825/products/5_1f3728a8-bad0-4ab0-91e6-b1c52e2cc791.jpg?v=1616712066,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/2_4ca0282b-2320-45a9-a634-7a74d7a2964f.jpg?v=1616712069,https://cdn.shopify.com/s/files/1/1916/9825/products/3_f35ba3f7-34f9-4cd1-9892-b33cbc042f82.jpg?v=1616712071,https://cdn.shopify.com/s/files/1/1916/9825/products/4_01c3a53c-554d-4e0c-999f-f92e9e4910f3.jpg?v=1616712073,https://cdn.shopify.com/s/files/1/1916/9825/products/6_db7a9aaf-4e7e-4323-945f-cdf4891c435f.jpg?v=1616712074,0,0,0,277,50,50,50,10,437,20,524,419,374
8032 Archer King Bow & Arrow Set For Kids,Archer King Bow & Arrow Set For Kids,"<p><strong>? Bow and Arrow Archery Set with 3 Suction Arrow ?</strong></p>
<p>Brighten up the fun with the bow and arrow game that is designed with lights that flash along everything you just added to the fun.<br>Realistic experience / develop archery skills - this archery game works almost like a real arc.</p>
<p><strong>? Kids Archery Bow and Arrow Toy Set</strong><br>Bow &amp; Arrow set which operates almost like a real bow. Perfect for teaching kids how to safely shooting archery. Helps kids develop their hand and eye coordination and motor skills.</p>
<p><strong>? Arrow comes with Suction Cups</strong><br>Children will practice their precision skills, hand-eye coordination, fine motor skills and aim directly at the objective in the most fun and interactive way. The arrow comes with suction cups that are safer for children and ideal for sticking to the goal. It also adheres to the window and other flat surfaces. This bow and arrow are designed as a toy with safe suction cup arrows, the perfect game to play indoors or outdoors. Play and compete with other children and see who has the best accuracy and the best shooting skills</p>
<p><strong>? Indoor &amp; Outside archery Toys</strong><br>This archery set for Kids can Develop aim &amp; coordination while improving posture and muscle development when you practice your shot. Safety arrows without sharp tips keep kids, pets, and walls safe. You can enjoy your Archery bow and arrow set any ware indoors &amp; outside</p>
<p><strong>? Fine Durable Plastic</strong>: This archery bow and arrow set is made with a durable abs plastic, able to withstand multi hours of use without breaking great beginner archery bow to start practice shooting</p>
<p><strong>? Great Target Game:</strong>  the bow and arrow set is operat</p>",Toys For Kids,8032,8032_Archery_Shooting_Set,1124,126,283,950300,18,https://cdn.shopify.com/s/files/1/1916/9825/products/8032.jpg?v=1634977841,https://cdn.shopify.com/s/files/1/1916/9825/products/03b_b52270c2-9831-48e7-ba0f-77ec85616740.jpg?v=1634977841,https://cdn.shopify.com/s/files/1/1916/9825/products/02b_8dbef46e-9846-4076-ad07-88962c881509.jpg?v=1634977841,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/02_c1158cb8-1e3a-4e27-8dde-7efc9a14cde6.jpg?v=1634977841,https://cdn.shopify.com/s/files/1/1916/9825/products/03_8167fae1-b15b-45e2-bf64-b2a2b7942875.jpg?v=1634977841,https://cdn.shopify.com/s/files/1/1916/9825/products/04_ad225c2a-24de-4c26-bfe6-d57388c6f1ec.jpg?v=1634977841,https://cdn.shopify.com/s/files/1/1916/9825/products/06_a0d91040-9b84-4456-b0f9-8e452ae02720.jpg?v=1634977841,https://cdn.shopify.com/s/files/1/1916/9825/products/07_c9be664e-ab2e-478f-8714-3546694b986f.jpg?v=1634977832,0,0,409,74,50,74,10,616,20,739,592,501
4662 Portable Magnetic Score Dart Board Set,Portable Magnetic Score Dart Board Set,"<p><strong>?? Indoor and Outdoor Magnetic Score Dartboard Kit with 6 Soft Darts (17 Inch) ??</strong><br>Darts is a fun and challenging game that builds hand-eye coordination and fine motor strength; however, conventional darts can be dangerous, especially for kids.</p>
<p>The sharp points can stab you or hurt someone who accidentally gets in the way of a throw, but that doesn't mean that you have to forgo playing darts in your home.</p>
<p>The Magnetic Dart Set makes the game of darts plenty of fun and so much safer! With the Cable World Magnetic Dart Set, darts cling to the board with strong magnets rather than with metal points.</p>
<p> </p>
<p><strong>?? Helps to Minimize Screen Time</strong><br>Addictive dartboard for kids to get them away from smartphones and electronic screens, improve their hand-eye coordination and math skills in a fun way.<br>Dartboard comes with a hook, easy to attach to in any room.<br>Learn the game of darts, play alone, with a friend or the family, in a safe way<br>Strong, balanced neodymium magnets. Material that easily and virtually indestructible and the dart always be precisely fly it to suit your Dart performance.<br>It’s so easy to install that all you need is a nail and a hook to hang it.</p>
<p> </p>
<p><strong>?? Made with Durable and Safe Materials</strong><br>The arrow on the dartboard with magnets will not slip or fall down. The set is suitable for all ages and skill levels.<br>The safest way to play with this dart game uses a strong magnet to hold the darts in place, which eliminates the dangers associated with sharp dots.<br>Perfect for kids and adults this dartboard is safe for kids ages 6 and up and lots of fun for teens and adults.<br>The best magnetic dartboard line is made to stand the test of time and built-in accordance with strict safety standards.</p>",Sports,4662,4662_Magnetic_Dart_Game,1522,168,425,950300,18,https://cdn.shopify.com/s/files/1/1916/9825/products/4662.jpg?v=1628792196,https://cdn.shopify.com/s/files/1/1916/9825/products/466206.jpg?v=1628792199,https://cdn.shopify.com/s/files/1/1916/9825/products/466204.jpg?v=1628792201,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/466202.jpg?v=1628792206,https://cdn.shopify.com/s/files/1/1916/9825/products/466203.jpg?v=1628792207,https://cdn.shopify.com/s/files/1/1916/9825/products/466205.jpg?v=1628792210,0,0,0,0,593,107,50,107,10,866,20,1040,832,705
"4603 Musical Learning Study Book with Numbers, Letters","Musical Learning Study Book with Numbers, Letters","<p><strong>?? Interactive Musical Learning children Book English Educational Phonetic Learning Book ?? </strong></p>
<p>Phonetic Learning book has multiple modes to help children learn alphabets and spellings. Every page has button please press the switch first to start the page. As a child presses the image on the book, the sound of the alphabet, the word and spelling are played. Touching the words on the pages plays the words, sound effects and fun facts; hear the Learning Friends theme song and My Favorite Word by pressing the light-up star button. Fitted with a sound censor, this one of its kind books interacts with kids and responds as they touch the images to help them understand and learn in a play way method.</p>
<p><strong>?? Colorful Audio Interactive Learning Book</strong><br> Phonetic Learning book has multiple modes to help children learn alphabets and spellings. Every page has button please press the switch first to start the page. As a child presses the image on the book, the sound of the alphabet, the word and spelling are played.</p>
<p><strong>?? Learning Book fo Prechool to Introduce Alphabets and Numbers</strong><br>Touching the words on the pages plays the words, sound effects and fun facts; hear the Learning Friends theme song and My Favorite Word by pressing the light-up star button. Fitted with a sound censor, this one of its kind books interacts with kids and responds as they touch the images to help them understand and learn in a play way method.</p>
<p><strong>?? Educational Book with Music &amp; Sound</strong><br>Children are always captivated with good music. The toddler can listen to 5 music songs while reading this book. It Can develop kids Imagination, Vision, Self-Learning skill, also increase the relationship.</p>
<p><strong>?? Helps Leaen about Numbers, Alphabets, Animals, Vehicles, Shapes, Relationship, Musical Instruments and Colors</strong><br>This is a complete and exhaustive preschool book for toddlers which includes all basic learning from animals, fruits, vehicles, shapes and colors using colorful pictures and lovely sounds.</p>
<p><strong>?? Safe, Reliable &amp; Colorful Picture Book</strong><br>The activities in this learning book are absolutely safe for the kid. The lovely and bright colors stimulate visual development. Best gift for toddlers</p>
<p><br><strong>?? Specifications</strong><br><strong>Type</strong>: Musical Learning Study Book<br><strong>Age</strong>: 3 Years+<br><strong>Material</strong>: Plastic<br><strong>Dimension</strong>: L 26 x B 24 x H 2.8 cm</p>",Toys For Kids,4603,4603_kidzz_intelligence_book,405,42,459,950300,18,https://cdn.shopify.com/s/files/1/1916/9825/products/4603.jpg?v=1621546832,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-05-17at11.38.56AM.jpg?v=1621546833,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-05-17at11.38.57AM.jpg?v=1621546835,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/03_fdb515d2-0034-4529-b984-03f1b38fc6f0.jpg?v=1621546839,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-05-17at11.38.56AM_1.jpg?v=1621546841,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-05-17at11.39.01AM.jpg?v=1621546844,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-05-17at11.38.55AM.jpg?v=1621546846,0,0,0,501,90,50,90,10,741,20,890,712,603
0403 Cold Eye Mask with Stick-on Straps (Green),Cold Eye Mask with Stick-on Straps (Green),"<ul class=""a-unordered-list a-vertical a-spacing-none""><li><span class=""a-list-item"">Relieves stresses formed during working on computer, kitchen, movie and watching TV late night sleep, long reading</span></li><li><span class=""a-list-item"">It is very helpful to alleviate headache and dropsy of the eyes, and prevent black eye and dry eyes puffiness</span></li><li><span class=""a-list-item"">Gel eye patch is produced with environmental friendly condensate water and purified water. It is sealed with cold-resistant soft PVC, containing no toxin and no latex</span></li><li><span class=""a-list-item"">The therapeutic gel eye mask is made of eco-friendly, nontoxic condensate and purified water, sealed with cold resistant soft PVC with skin friendly matte finish. No unpleasant smell, safe for pregnant women and kids</span></li><li><span class=""a-list-item"">The gel eye mask is made of and breathable to protect your sensitive skin, the inside is padded with non-toxic and tasteless gel with fda approved for your safety</span></li></ul>","Beauty, Health & Personal Care",0403,0403_eye_mask_green_medium,43,42,20,950590,18,https://cdn.shopify.com/s/files/1/1916/9825/products/1_5d6e3d1b-6997-4bed-8e64-2bcca3bcfdee.jpg?v=1617924397,https://cdn.shopify.com/s/files/1/1916/9825/products/Cold-Sleeping-Eye-Mask-Ice-Compress-Blue-Gel-Eye-Fatigue-Relief-Cooling-Relaxation-Eye-Shield_186773a4-5131-4d86-9702-39f5d3a06aec.jpg?v=1617924399,https://cdn.shopify.com/s/files/1/1916/9825/products/2_e3459070-0dbe-4da2-add2-9d47402364a3.jpg?v=1617924401,shopify,https://cdn.shopify.com/s/files/1/1916/9825/products/1_b328d9e9-0562-4a9f-88a8-137bb1156515.jpg?v=1617924405,0,0,0,0,0,0,62,11,50,11,10,144,20,173,139,117
